,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Min Ver,Max Ver
8307,SCI-Ex,HEALTH_AND_FITNESS,3.5,8,7.9,1000.0,Free,0.0,Everyone,['Health & Fitness'],"June 28, 2018",1.0060.0060,5.0.0,5.0.0,
8308,Papyrus Ex,TOOLS,4.6,1092,0.185546875,100000.0,Free,0.0,Everyone,['Tools'],"June 27, 2012",2.3.3,2.1.0,2.1.0,
8309,GLASS GO Launcher EX Theme,PERSONALIZATION,4.2,18280,6.0,1000000.0,Free,0.0,Everyone,['Personalization'],"January 8, 2015",1.28.0,1.6.0,1.6.0,
8310,Moonlight GO Weather EX,WEATHER,4.2,11510,3.5,1000000.0,Free,0.0,Everyone,['Weather'],"August 28, 2014",1.4.0,2.2.0,2.2.0,
8311,My Ex Girlfriend Comes Back,FAMILY,3.7,3258,26.0,500000.0,Free,0.0,Everyone,['Casual'],"March 4, 2016",1.0.0,2.3.0,2.3.0,
8312,An Elite Warrior Ex,GAME,4.7,15,93.0,100.0,Paid,0.99,Everyone,['Adventure'],"November 21, 2016",1.59.0,4.0.3,4.0.3,
8313,Gods Wars Ex : Vampire,FAMILY,3.9,1550,21.0,100000.0,Free,0.0,Teen,['Role Playing'],"October 28, 2017",1.0.6,3.0.0,3.0.0,
8314,BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,2.3,100000.0,Free,0.0,Everyone,['Books & Reference'],"July 23, 2018",1.1.51,4.0.0,4.0.0,
8315,X your Ex - Break Up Treatment,HEALTH_AND_FITNESS,4.0,32,64.0,5000.0,Free,0.0,Everyone,['Health & Fitness'],"May 20, 2017",3.9.0,4.1.0,4.1.0,
8316,Ex Quotes,LIFESTYLE,4.4,129,8.1,50000.0,Free,0.0,Everyone 10+,['Lifestyle'],"June 16, 2018",3.0.1,4.1.0,4.1.0,
8317,GO Contacts EX Black & Grey,PERSONALIZATION,3.7,21,0.3671875,500.0,Paid,0.99,Everyone,['Personalization'],"September 24, 2013",1.0.0,1.6.0,1.6.0,
8318,CYANOGEN GO Launcher EX Theme,PERSONALIZATION,4.3,60298,13.0,5000000.0,Free,0.0,Everyone,['Personalization'],"January 8, 2015",1.38.0,1.6.0,1.6.0,
8319,Ex Service Taxis,BUSINESS,3.5,15,8.0,1000.0,Free,0.0,Everyone,['Business'],"October 21, 2015",20.7.9.2,2.3.0,2.3.0,
8320,Rejoin Your Ex,SOCIAL,4.255598455598456,0,29.0,100.0,Free,0.0,Everyone,['Social'],"May 26, 2015",2.0.0,2.3.3,2.3.3,
8321,S.O.L : Stone of Life EX,FAMILY,4.3,171220,42.0,5000000.0,Free,0.0,Everyone 10+,['Role Playing'],"July 28, 2015",1.2.6,2.3.3,2.3.3,
8322,How To Get Your Ex Back Fast,LIFESTYLE,4.0,22,19.0,5000.0,Free,0.0,Everyone,['Lifestyle'],"February 7, 2018",15.0.0,4.0.3,4.0.3,
8323,ExDialer PRO Key,COMMUNICATION,4.5,5474,0.0166015625,100000.0,Paid,3.99,Everyone,['Communication'],"January 15, 2014",81,2.1.0,2.1.0,
8324,Volume Control Ex,TOOLS,4.2,5,2.5,100.0,Paid,1.49,Everyone,['Tools'],"July 30, 2018",1.6.2,4.0.0,4.0.0,
8325,Virtual Dice EX,GAME,4.3,40,3.6,5000.0,Free,0.0,Everyone,['Board'],"March 15, 2016",2.8.0,3.0.0,3.0.0,
8326,Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,3.9,50000.0,Free,0.0,Teen,['Personalization'],"October 3, 2017",5.0.0,2.3.0,2.3.0,
8327,EY Events,BUSINESS,2.5,31,54.0,10000.0,Free,0.0,Everyone,['Business'],"April 4, 2018",2.6.0,4.1.0,4.1.0,
8328,EY GlobalOne,BUSINESS,2.7,11,6.8,1000.0,Free,0.0,Everyone,['Business'],"November 27, 2017",3.1.0,2.2.0,2.2.0,
8329,EY Team Connect,PRODUCTIVITY,4.211396011396012,0,38.0,50.0,Free,0.0,Everyone,['Productivity'],"June 8, 2018",1.20180531.3,5.0.0,5.0.0,
8330,EY eMentor,FAMILY,4.1922724670864335,5,44.0,500.0,Free,0.0,Everyone,['Education'],"November 3, 2016",1.0.0,4.4.0,4.4.0,
8331,EY Conferences,BUSINESS,4.121452145214521,1,30.0,1000.0,Free,0.0,Everyone,['Business'],"May 16, 2018",5.28.0,5.0.0,5.0.0,
8332,EY Africa,BUSINESS,4.121452145214521,0,8.4,100.0,Free,0.0,Everyone,['Business'],"April 9, 2018",1.42.180409,4.2.0,4.2.0,
8333,EY TaxChat,FINANCE,1.2,44,27.0,1000.0,Free,0.0,Everyone,['Finance'],"April 9, 2018",3.24.0,6.0.0,6.0.0,
8334,EY Expenses,FINANCE,4.13188854489164,0,10.0,1000.0,Free,0.0,Everyone,['Finance'],"July 9, 2018",1.1.0,4.1.0,4.1.0,
8335,EY Tax Briefing,BUSINESS,4.121452145214521,3,15.0,100.0,Free,0.0,Everyone,['Business'],"March 21, 2018",1.0.0,4.1.0,4.1.0,
8336,EY Digital Direct,BUSINESS,4.121452145214521,0,27.0,5.0,Free,0.0,Everyone,['Business'],"August 3, 2018",2.0.0,6.0.0,6.0.0,
8337,EY India Tax Insights,BUSINESS,4.7,87,5.1,10000.0,Free,0.0,Everyone,['Business'],"July 15, 2017",0.0.1,4.1.0,4.1.0,
8338,EY Forensics,FINANCE,4.9,7,3.4,1000.0,Free,0.0,Everyone,['Finance'],"June 17, 2016",1.0.1,4.0.3,4.0.3,
8339,EY India CFO Insights,BUSINESS,4.7,37,10.0,5000.0,Free,0.0,Everyone,['Business'],"June 29, 2018",1.5.0,4.1.0,4.1.0,
8340,EY Digital Tax AR,BUSINESS,4.121452145214521,2,19.0,100.0,Free,0.0,Everyone,['Business'],"September 29, 2017",1.6.0,4.0.0,4.0.0,
8341,EY Divest,BUSINESS,4.121452145214521,0,54.0,5.0,Free,0.0,Everyone,['Business'],"July 11, 2017",1.0.0,4.0.0,4.0.0,
8342,EY ATL Fuel Calculator,PRODUCTIVITY,4.4,15,3.1,500.0,Free,0.0,Everyone,['Productivity'],"July 21, 2018",12,2.1.0,2.1.0,
8343,Fuel Calculator for EY,TOOLS,4.7,32,2.7,1000.0,Free,0.0,Everyone,['Tools'],"June 15, 2018",1.11.0,2.1.0,2.1.0,
8344,EY Digi India Personal Tax,BUSINESS,4.0,2,1.7,100.0,Free,0.0,Everyone,['Business'],"May 24, 2018",5.0.0,4.0.3,4.0.3,
8345,EY Catalyst Reader,BUSINESS,4.121452145214521,1,8.4,5.0,Free,0.0,Everyone,['Business'],"April 10, 2018",1.2.1,5.0.0 - 7.1.1,5.0.0,7.1.1
8346,Pink Guy - Ey B0ss,FAMILY,4.7,13,1.2,500.0,Free,0.0,Everyone,['Entertainment'],"May 4, 2016",1.0.0,4.0.3,4.0.3,
8347,EY Staff ENTERTAINER,LIFESTYLE,4.3,218,19.0,10000.0,Free,0.0,Everyone,['Lifestyle'],"January 16, 2017",1.0.3,2.3.0,2.3.0,
8348,EY EMEIA Diversity & Inclusion,BUSINESS,4.121452145214521,4,12.0,500.0,Free,0.0,Everyone,['Business'],"November 25, 2016",1.0.0,4.4.0,4.4.0,
8349,Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,4.7,1327,44.0,10000.0,Free,0.0,Everyone,"['Education', 'Education']","May 18, 2017",1.2.2,4.0.3,4.0.3,
8350,EY Football,SPORTS,4.223510971786833,0,26.0,10.0,Free,0.0,Everyone,['Sports'],"August 14, 2017",1.0.0,4.1.0,4.1.0,
8351,Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99.0,10000000.0,Free,0.0,Teen,['Adventure'],"August 2, 2018",5.6.14,4.1.0,4.1.0,
8352,Amleen Ey,SOCIAL,4.255598455598456,0,19.0,1.0,Free,0.0,Everyone,['Social'],"July 24, 2017",1.0.0,4.1.0,4.1.0,
8353,EY Events Switzerland,PRODUCTIVITY,4.211396011396012,1,18.0,500.0,Free,0.0,Teen,['Productivity'],"June 29, 2018",7.17.2.3,5.0.0,5.0.0,
8354,EY TaxLaw NL,BUSINESS,4.121452145214521,9,3.3,100.0,Free,0.0,Everyone,['Business'],"July 3, 2018",3.0.1,4.1.0,4.1.0,
8355,EY-Parthenon,BUSINESS,4.121452145214521,1,30.0,5.0,Free,0.0,Everyone,['Business'],"June 25, 2018",5.30.01,5.1.0,5.1.0,
8356,EY Belgium Inhouse Day 2018,EVENTS,4.435555555555555,0,24.0,10.0,Free,0.0,Everyone,['Events'],"May 14, 2018",18.4.8.0,4.1.0,4.1.0,
8357,Tenh Ey,SHOPPING,4.2596638655462185,0,4.5,10.0,Free,0.0,Everyone,['Shopping'],"March 31, 2017",1.0.1,4.4.0,4.4.0,
8358,EY Oil & Gas,BUSINESS,4.6,20,15.0,1000.0,Free,0.0,Everyone,['Business'],"October 12, 2017",1.4.36,4.0.3,4.0.3,
8359,Coupe Adhémar EY 2017,SOCIAL,4.255598455598456,6,10.0,50.0,Free,0.0,Teen,['Social'],"December 26, 2016",1.3.0,4.1.0,4.1.0,
8360,哈哈姆特不EY,COMMUNICATION,4.158536585365853,239,18.0,10000.0,Free,0.0,Everyone,['Communication'],"July 31, 2018",1.3.4,4.4.0,4.4.0,
8361,Adhenarcos - Coupe Adhemar EY 2018,FAMILY,4.1922724670864335,0,13.0,100.0,Free,0.0,Teen,['Entertainment'],"January 10, 2018",1.0.0,4.1.0,4.1.0,
8362,Third Eye,TOOLS,4.4,19877,4.5,1000000.0,Free,0.0,Everyone,['Tools'],"January 7, 2018",1.1.6,4.0.0,4.0.0,
8363,Sudoku Master,GAME,4.4,58387,3.3,1000000.0,Free,0.0,Everyone,['Word'],"December 13, 2013",1.1.2,2.1.0,2.1.0,
8364,Jungle Monkey Run,GAME,4.4,54082,21.0,10000000.0,Free,0.0,Everyone,['Adventure'],"July 11, 2018",1.6.8,4.0.3,4.0.3,
8365,Hey That's Pretty Good!,TOOLS,4.6,222,10.0,10000.0,Free,0.0,Everyone,['Tools'],"July 29, 2016",4.2.0,2.3.0,2.3.0,
8366,Everbridge,COMMUNICATION,3.1,497,36.0,100000.0,Free,0.0,Everyone,['Communication'],"July 17, 2018",8.6.2,4.4.0,4.4.0,
8367,I am Dentist - Save my Teeth,FAMILY,4.3,7443,33.0,100000.0,Free,0.0,Everyone,['Casual'],"September 29, 2016",1.0.11,3.0.0,3.0.0,
8368,Best Auto Call Recorder Free,COMMUNICATION,3.7,7,4.3,500.0,Free,0.0,Everyone,['Communication'],"October 2, 2017",2.1.0,4.1.0,4.1.0,
8369,FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6,1000000.0,Free,0.0,Everyone,['Photography'],"March 15, 2017",2.0.5,4.0.0,4.0.0,
8370,EyPools,HOUSE_AND_HOME,4.197368421052632,2,0.640625,100.0,Free,0.0,Everyone,['House & Home'],"November 24, 2017",1.3.0,4.0.0,4.0.0,
8371,Etihad Airways,TRAVEL_AND_LOCAL,4.1,3674,61.0,500000.0,Free,0.0,Everyone,['Travel & Local'],"July 9, 2018",1.8.1 (41),5.0.0,5.0.0,
8372,Beach Volleyball 3D,SPORTS,4.2,43191,14.0,5000000.0,Free,0.0,Everyone,['Sports'],"January 10, 2018",1.0.3,2.1.0,2.1.0,
8373,Organizer,PRODUCTIVITY,4.4,936,5.4,50000.0,Paid,2.99,Everyone,['Productivity'],"June 17, 2018",2.96.0,4.0.0,4.0.0,
8374,EZ Video Download for Facebook,SOCIAL,4.1,34079,1.3,1000000.0,Free,0.0,Teen,['Social'],"March 14, 2017",2.001.0,4.0.3,4.0.3,
8375,EZ Cleaner - Booster Optimizer,TOOLS,4.4,6801,2.8,500000.0,Free,0.0,Everyone,['Tools'],"January 8, 2018",1.3.1,4.0.3,4.0.3,
8376,EZ PZ RPG,FAMILY,3.8,70903,47.0,1000000.0,Free,0.0,Everyone 10+,['Role Playing'],"October 27, 2016",2.164.4,2.3.0,2.3.0,
8377,EZ Inspections,PRODUCTIVITY,2.8,160,7.6,10000.0,Free,0.0,Everyone,['Productivity'],"July 27, 2018",4.5.24,4.2.0,4.2.0,
8378,EZ-ELD Update,AUTO_AND_VEHICLES,3.1,14,4.6,1000.0,Free,0.0,Everyone,['Auto & Vehicles'],"February 9, 2018",16.00.0,4.3.0,4.3.0,
8379,EZ Display,PRODUCTIVITY,2.9,280,10.0,50000.0,Free,0.0,Everyone,['Productivity'],"November 14, 2014",1.0.0.457,4.0.0,4.0.0,
8380,EZ Web Video Cast | Chromecast,VIDEO_PLAYERS,4.1,1276,4.6,100000.0,Free,0.0,Everyone,['Video Players & Editors'],"December 14, 2017",1.0.0,4.4.0,4.4.0,
8381,ez Share Android app,PHOTOGRAPHY,3.3,1461,13.0,100000.0,Free,0.0,Everyone,['Photography'],"August 31, 2017",3.2.6,2.3.0,2.3.0,
8382,EZ File Manager(Root Explorer),PRODUCTIVITY,3.5,626,1.2,100000.0,Free,0.0,Everyone,['Productivity'],"June 23, 2015",1.1.0,3.2.0,3.2.0,
8383,EZ Launcher,PERSONALIZATION,4.2,18926,2.9,1000000.0,Free,0.0,Everyone,['Personalization'],"September 28, 2013",0.5.2,2.2.0,2.2.0,
8384,EZ-SEE,VIDEO_PLAYERS,2.8,71,10.0,10000.0,Free,0.0,Everyone,['Video Players & Editors'],"July 18, 2018",3.08.0,5.0.0,5.0.0,
8385,EZ-ELD Driver App (Free),AUTO_AND_VEHICLES,2.1,83,4.8,5000.0,Free,0.0,Everyone,['Auto & Vehicles'],"July 29, 2018",1.0.12,4.3.0,4.3.0,
8386,Ez Mirror Match,GAME,4.4,3344,36.0,500000.0,Free,0.0,Everyone,['Arcade'],"January 3, 2018",2.1.0,4.0.0,4.0.0,
8387,EZ Notes Lite,PRODUCTIVITY,4.4,69,3.5,1000.0,Free,0.0,Everyone,['Productivity'],"July 8, 2016",2.79.0,4.0.0,4.0.0,
8388,Dream EZ,HEALTH_AND_FITNESS,4.1,107,50.0,10000.0,Free,0.0,Everyone,['Health & Fitness'],"March 24, 2016",1.0.0,3.0.0,3.0.0,
8389,Ez Texting,BUSINESS,3.3,49,0.0498046875,10000.0,Free,0.0,Everyone,['Business'],"January 18, 2012",0.59.0,2.1.0,2.1.0,
8390,EZ TV Player,VIDEO_PLAYERS,3.5,51,11.0,10000.0,Free,0.0,Everyone,['Video Players & Editors'],"June 26, 2018",8.0.9,5.0.0,5.0.0,
8391,EZ-GUI Ground Station,TOOLS,4.7,3696,29.0,50000.0,Free,0.0,Everyone,['Tools'],"August 10, 2017",4.5.0,4.3.0,4.3.0,
8392,Ez iCam,PHOTOGRAPHY,3.1,7300,46.0,1000000.0,Free,0.0,Teen,['Photography'],"January 12, 2018",4.1.0,5.0.0,5.0.0,
8393,E-Z App™ Train Control,TOOLS,4.3,33,46.0,1000.0,Free,0.0,Everyone,['Tools'],"December 6, 2016",1.0.0,4.3.0,4.3.0,
8394,EZ App Installer,TOOLS,4.1,533,1.4,100000.0,Free,0.0,Everyone,['Tools'],"July 22, 2017",1.4.13,4.0.0,4.0.0,
8395,EZ Clock & Weather Widget,WEATHER,4.2,6849,1.2,1000000.0,Free,0.0,Everyone,['Weather'],"March 5, 2014",1.9.6  1,2.1.0,2.1.0,
8396,EZ Pass,TOOLS,2.5,15,0.22265625,5000.0,Free,0.0,Everyone,['Tools'],"September 10, 2016",1.3.0,2.3.0,2.3.0,
8397,EZ View,BUSINESS,3.0,287,9.8,50000.0,Free,0.0,Everyone,['Business'],"October 26, 2015",1.0.0.32,4.0.0,4.0.0,
8398,EZ TAG Express,TRAVEL_AND_LOCAL,3.2,86,39.0,10000.0,Free,0.0,Everyone,['Travel & Local'],"May 17, 2018",2.5.186032,4.4.0,4.4.0,
8399,EZ Wifi Notification,COMMUNICATION,4.3,260,0.1884765625,10000.0,Free,0.0,Everyone,['Communication'],"August 11, 2014",1.8.0,2.2.0,2.2.0,
8400,EZ-VPNGate,TOOLS,4.3,36,12.0,5000.0,Free,0.0,Everyone,['Tools'],"August 21, 2017",1.0.7,4.0.3,4.0.3,
8401,EZ Switch Widget,PRODUCTIVITY,4.2,2412,0.1875,100000.0,Free,0.0,Everyone,['Productivity'],"September 27, 2012",0.1.8,2.2.0,2.2.0,
8402,EZ-Builder Mobile,FAMILY,4.3,51,57.0,5000.0,Free,0.0,Everyone,['Education'],"April 2, 2018",2018.04.02.00,3.0.0,3.0.0,
8403,EZ LED,TOOLS,2.2,19,2.1,1000.0,Free,0.0,Everyone,['Tools'],"September 5, 2017",1.1.0,4.3.0,4.3.0,
8404,F&M Bank - EZ Banking,FINANCE,3.9,49,3.9,10000.0,Free,0.0,Everyone,['Finance'],"February 24, 2017",3.34.0+1702241319.,4.1.0,4.1.0,
8405,My EZ-Link Mobile,LIFESTYLE,2.8,3187,11.0,100000.0,Free,0.0,Everyone,['Lifestyle'],"January 27, 2017",1.0.11,4.0.0,4.0.0,
8406,EZ Financial Calculator,FINANCE,4.4,32,2.3,1000.0,Free,0.0,Everyone,['Finance'],"January 13, 2018",2.3.0,4.4.0,4.4.0,
8407,EZ Quran,BOOKS_AND_REFERENCE,4.6,595,8.5,50000.0,Free,0.0,Everyone,['Books & Reference'],"June 28, 2016",6.0.0,4.1.0,4.1.0,
8408,EZ Screenshot,TOOLS,4.4,55,1.4,5000.0,Free,0.0,Everyone,['Tools'],"September 12, 2017",1.1.4,5.0.0,5.0.0,
8409,EZ Utilities Extension,TOOLS,3.9,33,0.4619140625,5000.0,Free,0.0,Everyone,['Tools'],"May 5, 2016",9.0.0,6.0.0,6.0.0,
8410,EZ-Placard - Free Placard Calculator,TOOLS,2.9,7,2.4,1000.0,Free,0.0,Everyone,['Tools'],"October 26, 2017",2,4.1.0,4.1.0,
8411,EZ game screen recorder with audio 1080P,VIDEO_PLAYERS,4.1,40,3.9,1000.0,Free,0.0,Everyone,['Video Players & Editors'],"July 13, 2017",1.0.0,5.0.0,5.0.0,
8412,FA Player Essentials,SPORTS,5.0,7,68.0,100.0,Free,0.0,Everyone,['Sports'],"July 23, 2018",1.6.0,4.0.3,4.0.3,
8413,HTC Sense Input - FA,TOOLS,4.6,1420,1.6,100000.0,Free,0.0,Everyone,['Tools'],"November 9, 2015",1.0.606863,5.0.0,5.0.0,
8414,Test Server SMS FA,COMMUNICATION,4.158536585365853,0,1.8,5.0,Free,0.0,Everyone,['Communication'],"July 27, 2018",1.0.0,4.0.3,4.0.3,
8415,"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49580,4.0,10000000.0,Free,0.0,Everyone,['Social'],"June 4, 2018",1.24.0,4.1.0,4.1.0,
8416,All Social Networks,SOCIAL,4.2,22650,1.5,1000000.0,Free,0.0,Everyone,['Social'],"May 21, 2018",2.4.12,4.0.0,4.0.0,
8417,Facebook Face to Face Events,BUSINESS,4.4,4518,26.0,1000000.0,Free,0.0,Everyone,['Business'],"March 1, 2018",1.5.0,4.1.0,4.1.0,
8418,FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46,3.0,5000.0,Free,0.0,Everyone,['Books & Reference'],"April 30, 2018",1.1.0,4.0.0,4.0.0,
8419,CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71.0,5000.0,Free,0.0,Teen,['Casino'],"June 6, 2017",1.2.0,4.0.3,4.0.3,
8420,Il Coccodrillo Come Fa,FAMILY,3.4,17,0.240234375,1000.0,Free,0.0,Everyone,['Entertainment'],"November 21, 2014",1.0.0,4.0.0,4.0.0,
8421,Hertfordshire FA,SPORTS,4.223510971786833,0,3.6,500.0,Free,0.0,Everyone,['Sports'],"January 18, 2017",1.3.0,4.0.3,4.0.3,
8422,Farsi Keyboard,TOOLS,4.3,9716,1.3,1000000.0,Free,0.0,Everyone,['Tools'],"April 10, 2018",4.7.0,4.0.0,4.0.0,
8423,Premier League - Official App,SPORTS,4.3,63782,24.0,5000000.0,Free,0.0,Everyone,['Sports'],"August 7, 2018",1.1.5,4.1.0,4.1.0,
8424,Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68.0,5000000.0,Free,0.0,Teen,['Casino'],"August 1, 2018",2.1.7,4.0.3,4.0.3,
8425,Dio Fa Cose,FAMILY,4.1922724670864335,35,1.3,1000.0,Free,0.0,Everyone,['Entertainment'],"March 15, 2018",1.0.0,2.3.3,2.3.3,
8426,FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44.0,1000000.0,Free,0.0,Teen,['Casino'],"June 25, 2018",1.9.58,4.0.3,4.0.3,
8427,Messenger Messenger,SOCIAL,4.3,38826,7.0,10000000.0,Free,0.0,Everyone,['Social'],"August 7, 2018",1.6.0,4.1.0,4.1.0,
8428,F.A Sumon songs,FAMILY,4.1922724670864335,6,5.4,1000.0,Free,0.0,Everyone,['Entertainment'],"March 18, 2018",1.1.0,4.1.0,4.1.0,
8429,NCLEX-RN Q&A FLASH CARDS - FA Davis,MEDICAL,4.1891428571428575,2,7.6,1000.0,Free,0.0,Everyone,['Medical'],"July 19, 2018",2.7.6,5.0.0,5.0.0,
8430,LEADS FA,FINANCE,4.13188854489164,31,14.0,1000.0,Free,0.0,Everyone,['Finance'],"October 17, 2017",1.0.0,4.1.0,4.1.0,
8431,Farm Heroes Saga,FAMILY,4.4,7615646,71.0,100000000.0,Free,0.0,Everyone,['Casual'],"August 7, 2018",5.2.6,2.3.0,2.3.0,
8432,All AJK Board Matric Fa Fsc Results,FAMILY,4.1922724670864335,0,2.6,10.0,Free,0.0,Everyone,['Education'],"July 22, 2018",1.0.0,4.0.0,4.0.0,
8433,ESPN Fantasy Sports,SPORTS,4.0,176487,10.0,5000000.0,Free,0.0,Everyone,['Sports'],"November 21, 2017",5.3.0,4.4.0,4.4.0,
8434,Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48.0,10000000.0,Free,0.0,Teen,['Casino'],"July 12, 2018",3.10.43,4.0.3,4.0.3,
8435,Fallout Shelter,FAMILY,4.6,2721923,25.0,10000000.0,Free,0.0,Teen,['Simulation'],"June 11, 2018",1.13.12,4.1.0,4.1.0,
8436,Authy 2-Factor Authentication,TOOLS,4.3,15070,6.3,1000000.0,Free,0.0,Everyone,['Tools'],"July 30, 2018",23.2.7,4.0.3,4.0.3,
8437,Facejjang,PHOTOGRAPHY,4.1,100179,96.0,10000000.0,Free,0.0,Everyone,['Photography'],"May 17, 2018",2.52.0,4.0.3,4.0.3,
8438,Block Puzzle - Wood Legend,FAMILY,4.4,318867,10.0,10000000.0,Free,0.0,Everyone,['Puzzle'],"July 6, 2018",26.0.0,4.0.3,4.0.3,
8439,Soccer 2018,SPORTS,3.5,172373,47.0,10000000.0,Free,0.0,Everyone,['Sports'],"July 12, 2018",1.3.0,4.3.0,4.3.0,
8440,Flash Light on Call & SMS,TOOLS,4.1,25438,3.2,1000000.0,Free,0.0,Everyone,['Tools'],"April 24, 2018",1.2.3,4.0.3,4.0.3,
8441,Friendly for Facebook,SOCIAL,4.5,42621,23.0,1000000.0,Free,0.0,Teen,['Social'],"August 7, 2018",2.1.05,4.4.0,4.4.0,
8442,Mini for fb lite,TOOLS,4.0,710,1.1,100000.0,Free,0.0,Everyone,['Tools'],"May 24, 2018",1.0.0,2.3.0,2.3.0,
8443,Faster for Facebook Lite,SOCIAL,4.3,24456,4.6,1000000.0,Free,0.0,Teen,['Social'],"May 29, 2018",4.7.0,4.1.0,4.1.0,
8444,Who Viewed My FB Profile,FAMILY,3.4,121,6.3,10000.0,Free,0.0,Everyone,['Entertainment'],"December 26, 2017",2.0.0,4.0.3,4.0.3,
8445,Profile Tracker - Who Viewed My Facebook Profile,SOCIAL,4.7,37090,4.8,500000.0,Free,0.0,Teen,['Social'],"August 1, 2018",5.4.0,4.1.0,4.1.0,
8446,Who viewed my fb profile pro★★,FAMILY,4.5,6396,4.2,100000.0,Free,0.0,Everyone,['Entertainment'],"August 17, 2017",24.4.0,4.1.0,4.1.0,
8447,Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,434,3.6,50000.0,Free,0.0,Everyone,['Tools'],"August 8, 2018",1.1.9,4.0.3,4.0.3,
8448,Pink Color for Facebook,SOCIAL,4.1,5285,4.0,500000.0,Free,0.0,Everyone,['Social'],"July 1, 2018",2.0.5,4.1.0,4.1.0,
8449,Messenger,SOCIAL,4.1,68025,3.9,10000000.0,Free,0.0,Everyone,['Social'],"April 16, 2018",1.0.0,4.1.0,4.1.0,
8450,"Stickers for Imo, fb, whatsapp",SOCIAL,4.4,214,8.7,10000.0,Free,0.0,Teen,['Social'],"October 23, 2016",1.0.0.2,2.3.0,2.3.0,
8451,Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4.6,273244,9.9,5000000.0,Free,0.0,Everyone,['Social'],"June 24, 2018",4.1.1,4.0.3,4.0.3,
8452,Downloader plus for FB,SOCIAL,4.255598455598456,4,5.1,500.0,Free,0.0,Everyone,['Social'],"December 23, 2017",1.3.0,4.2.0,4.2.0,
8453,Cover Camera for FB,PHOTOGRAPHY,3.8,742,1.8,100000.0,Free,0.0,Everyone,['Photography'],"March 9, 2014",3.0.0,2.2.0,2.2.0,
8454,MB Notifications for FB (Free),SOCIAL,3.9,3047,1.5,100000.0,Free,0.0,Teen,['Social'],"April 29, 2015",1.17.0,2.3.0,2.3.0,
8455,MultiMessage for FB Messenger,PRODUCTIVITY,4.2,182,7.0,50000.0,Free,0.0,Everyone,['Productivity'],"April 28, 2018",1.0.1,4.2.0,4.2.0,
8456,FB Live,BUSINESS,3.7,27,18.0,5000.0,Free,0.0,Everyone,['Business'],"May 17, 2018",1.2.0,5.0.0,5.0.0,
8457,Phoenix - Facebook & Messenger,SOCIAL,4.3,9606,3.4,100000.0,Free,0.0,Teen,['Social'],"July 18, 2018",2.2.0717,5.0.0,5.0.0,
8458,Faster Social for Facebook,SOCIAL,4.2,1236,3.3,100000.0,Free,0.0,Teen,['Social'],"August 2, 2018",1.8.0,4.3.0,4.3.0,
8459,Check Your Visitors on FB ?,SOCIAL,3.6,40,1.5,5000.0,Free,0.0,Everyone,['Social'],"February 17, 2017",4.4.0,4.2.0,4.2.0,
8460,Videos downloader for Facebook:fast fb video saver,VIDEO_PLAYERS,4.3,20,5.1,5000.0,Free,0.0,Everyone,['Video Players & Editors'],"April 27, 2018",1.0.0,4.0.3,4.0.3,
8461,Stickers for Facebook,SOCIAL,4.3,11066,10.0,1000000.0,Free,0.0,Everyone,['Social'],"March 13, 2018",1.4.0,4.4.0,4.4.0,
8462,Video Download For FB,TOOLS,4.3,444,1.6,100000.0,Free,0.0,Everyone,['Tools'],"July 14, 2017",1.0.0,3.0.0,3.0.0,
8463,Video Downloader for FB : Video Download with Link,VIDEO_PLAYERS,4.5,1060,3.2,100000.0,Free,0.0,Everyone,['Video Players & Editors'],"December 20, 2017",2.1.0,4.0.0,4.0.0,
8464,Video Downloader for FB,TOOLS,4.3,53,3.0,5000.0,Free,0.0,Everyone,['Tools'],"August 1, 2018",1.0.1,4.0.3,4.0.3,
8465,FB Photographie,PHOTOGRAPHY,4.7,37,10.0,1000.0,Free,0.0,Everyone,['Photography'],"May 22, 2016",2.0.0,4.0.0,4.0.0,
8466,Lite Messenger for Facebook Lite,SOCIAL,3.8,108,2.8,10000.0,Free,0.0,Teen,['Social'],"May 28, 2018",3.1.0,4.2.0,4.2.0,
8467,Download Facebook Photo Albums,TOOLS,4.0,3840,2.5,100000.0,Free,0.0,Everyone,['Tools'],"June 2, 2017",2.4.0,4.4.0,4.4.0,
8468,Mini for Facebook lite,SOCIAL,4.1,260,1.3,10000.0,Free,0.0,Teen,['Social'],"June 21, 2018",1.2.0,3.0.0,3.0.0,
